,structure,bandgap,A_r_atom,B_r_atom,X_r_atom,A_r_ion,B_r_ion,X_r_ion,A_ie,B_ie,X_ie,A_ea,B_ea,X_ea,A_x,B_x,X_x,A_N,B_N,X_N,A_M,B_M,X_M,HOMO,LUMO,gap_AO,bond_mean,bond_var,bond_cv,delta_X_bx_bond_mean,delta_X_bx_bond_var,ratio_X_bx_bond_mean,ratio_X_bx_bond_var,delta_ea_bx_bond_mean,delta_ea_bx_bond_var,ratio_ea_bx_bond_mean,ratio_ea_bx_bond_var,delta_X_bx_bond_cv,ratio_X_bx_bond_cv,delta_ea_bx_bond_cv,ratio_ea_bx_bond_cv,(B_x - X_x),(B_x / X_x),(B_x - X_x)/(B_r_ion + X_r_ion),(B_x / X_x)/(B_r_ion + X_r_ion),(B_x/B_r_ion),(X_x/X_r_ion),(B_x/B_r_ion)+(X_x/X_r_ion),(B_x/B_r_ion)-(X_x/X_r_ion),(B_x/B_r_ion)*(X_x/X_r_ion),(B_x/B_r_ion)/(X_x/X_r_ion),(B_ea - X_ea),(B_ea / X_ea),(B_ea - X_ea)/(B_r_ion + X_r_ion),(B_ea / X_ea)/(B_r_ion + X_r_ion),(B_ea/B_r_ion),(X_ea/X_r_ion),(B_ea/B_r_ion)+(X_ea/X_r_ion),(B_ea/B_r_ion)-(X_ea/X_r_ion),(B_ea/B_r_ion)*(X_ea/X_r_ion),(B_ea/B_r_ion)/(X_ea/X_r_ion),(B_r_ion + X_r_ion),(B_r_ion / X_r_ion),(A_r_ion + X_r_ion)/(1.414*(B_r_ion + X_r_ion)),log(bond_var),log(bond_cv),log(delta_X_bx_bond_var),log(delta_ea_bx_bond_var),log(ratio_X_bx_bond_var),log(ratio_ea_bx_bond_var),log(delta_X_bx_bond_cv),log(ratio_X_bx_bond_cv),log(delta_ea_bx_bond_cv),log(ratio_ea_bx_bond_cv)
387,Cs_Ge_Cl_Cl_F_POSCAR,0.2497,2.6,1.25,0.833333333,1.81,0.77,0.755,3.893905727,7.899435,14.45269533,0.47163025,1.232676413,3.542213461,0.79,2.01,3.433333333,55,32,14.33333333,132.9054519,72.64,29.9681344,-0.32038,-0.149882,0.170498,2.415067041,0.018491886,0.007656883,0.600725267,0.040772854,0.244597804,0.000151224,0.957042249,0.000172139,0.144931827,0.000164173,0.067872714,0.000618254,0.000179865,0.001132761,-1.423333333,0.585436893,-0.933333333,0.383893045,2.61038961,4.547461368,7.157850979,-1.937071758,11.87064591,0.574032278,-2.309537048,0.347996084,-1.514450523,0.228194153,1.600878458,4.691673458,6.292551917,-3.090795,7.510798973,0.341216939,1.525,1.01986755,1.189510052,-3.990423238,-4.872150297,-3.199738762,-8.667208268,-8.796748377,-8.714589808,-2.690121181,-7.388611182,-8.623303988,-6.783097264
388,Cs_Ge_F_Cl_Br_POSCAR,0.0047,2.6,1.25,0.883333333,1.81,0.77,0.789166667,3.893905727,7.899435,14.06808767,0.47163025,1.232676413,3.459167801,0.79,2.01,3.366666667,55,32,20.33333333,132.9054519,72.64,44.7851344,-0.295334,-0.149882,0.145452,2.444038035,0.02354584,0.009633991,0.56922888,0.050737734,0.24729322,0.00023823,0.913962083,0.003919508,0.146627355,0.000136519,0.089134153,0.000963352,0.004288479,0.000931063,-1.356666667,0.597029703,-0.870122929,0.382915897,2.61038961,4.266103483,6.876493094,-1.655713873,11.13619221,0.611890832,-2.226491388,0.356350569,-1.42800089,0.228551941,1.600878458,4.383317169,5.984195628,-2.782438711,7.017158033,0.365220767,1.559166667,0.975712777,1.178941289,-3.74880612,-4.642457705,-2.981085385,-5.541789143,-8.342273964,-8.899046759,-2.417612707,-6.945091689,-5.451823154,-6.979183614
389,Rb_Ba_Br_Br_Cl_POSCAR,3.9686,2.35,2.15,1.1,1.66,1.49,0.848333333,4.1771281,5.2116646,12.19841767,0.48591621,0.144626,3.44663396,0.82,0.89,3.026666667,37,56,29,85.4678,137.327,65.087,-0.295334,-0.118967,0.176367,3.022030343,0.004171302,0.001380298,0.708035516,0.002212818,0.097376294,0.000000812,1.093996181,0.003994014,0.013897377,2.82E-08,0.003125292,0.00000834,0.003650848,0.00000203,-2.136666667,0.294052863,-0.913756237,0.125753185,0.597315436,3.567779963,4.165095399,-2.970464526,2.131090045,0.16741936,-3.30200796,0.04196152,-1.412120297,0.017945055,0.09706443,4.062829817,4.159894246,-3.965765387,0.394356258,0.023890843,2.338333333,1.756385069,0.758628963,-5.479527062,-6.585455861,-6.113488463,-5.522958539,-14.0237655,-17.38394386,-5.76822756,-11.69444734,-5.61279581,-13.10747476
390,Cs_Pb_F_Cl_Br_POSCAR,0.498,2.6,1.8,0.883333333,1.81,1.1225,0.789166667,3.893905727,7.4166799,14.06808767,0.47163025,0.3567212,3.459167801,0.79,2.33,3.366666667,55,82,20.33333333,132.9054519,207.2,44.7851344,-0.295334,-0.141831,0.153503,2.551635944,0.026811166,0.010507442,0.419632261,0.043327316,0.274569939,0.00027717,1.220431472,0.006574401,0.040647683,0.0000106,0.103250679,0.001009468,0.005386948,0.000261313,-1.036666667,0.692079208,-0.54228422,0.362029228,2.075723831,4.266103483,6.341827314,-2.190379653,8.855252665,0.486561997,-3.102446601,0.103123416,-1.622901447,0.053944245,0.317791715,4.383317169,4.701108884,-4.065525455,1.39298188,0.072500278,1.911666667,1.422386483,0.961551504,-3.618936836,-4.555671511,-3.138971988,-5.024571808,-8.190879522,-11.45465656,-2.270595471,-6.89833182,-5.223776288,-8.249791635
391,K_Sr_Cl_Cl_F_POSCAR,5.2606,2.2,2,0.833333333,1.52,1.32,0.755,4.34066373,5.69486745,14.45269533,0.50145913,0.052066,3.542213461,0.82,0.95,3.433333333,19,38,14.33333333,39.0983,87.62,29.9681344,-0.32038,-0.131793,0.188587,2.488741597,0.027686846,0.011124838,1.013481821,0.054826112,0.11220433,0.0000197,1.4061601,0.003206139,0.005950699,0.000000355,0.054096788,0.000175722,0.002280067,0.0000597,-2.483333333,0.276699029,-1.196787148,0.13334893,0.71969697,4.547461368,5.267158338,-3.827764399,3.272794167,0.15826346,-3.490147461,0.014698719,-1.681998776,0.00708372,0.039443939,4.691673458,4.731117398,-4.652229519,0.185058084,0.008407222,2.075,1.748344371,0.775378743,-3.586797852,-4.498575013,-2.903588702,-5.74268787,-10.83489192,-14.85114805,-2.916980466,-8.646607357,-6.08355045,-9.726178538
392,Cs_Cd_Br_Br_I_POSCAR,0.263,2.6,1.55,1.233333333,1.81,1.09,1.012777778,3.893905727,8.99382,11.35962667,0.47163025,-0.72,3.262076327,0.79,1.69,2.86,55,48,41,132.9054519,112.411,95.57082333,-0.267904,-0.204228,0.063676,2.883122935,0.005589018,0.001938529,0.407327912,0.00342695,0.205342628,0.0000261,1.383348989,0.007076362,0.076670532,0.00000216,0.008413246,0.000127174,0.005115384,0.0000282,-1.17,0.590909091,-0.556406869,0.28101357,1.550458716,2.82391662,4.374375336,-1.273457905,4.378366136,0.549045501,-3.982076327,-0.220718318,-1.893721899,-0.104965118,-0.660550459,3.220920125,2.560369666,-3.881470583,-2.127580266,-0.205081291,2.102777778,1.076247943,0.949366497,-5.186951678,-6.245825841,-5.676084626,-4.950995345,-10.55357524,-13.04540234,-4.77794791,-8.96995433,-5.275502809,-10.47618858
393,Rb_Sr_Br_Br_F_POSCAR,4.9085,2.35,2,0.933333333,1.66,1.32,0.823333333,4.1771281,5.69486745,13.68348,0.48591621,0.052066,3.376122141,0.82,0.95,3.3,37,38,26.33333333,85.4678,87.62,59.6021344,-0.295334,-0.131793,0.163541,2.553622022,0.043297307,0.016955253,0.943187971,0.07916391,0.114439323,0.0000387,1.311543348,0.0145854,0.006079469,0.000000242,0.083932273,0.000337767,0.011120791,0.0000398,-2.35,0.287878788,-1.096423017,0.134313587,0.71969697,4.008097168,4.727794137,-3.288400198,2.884615386,0.179560759,-3.324056141,0.015421835,-1.550881559,0.007195258,0.039443939,4.100553209,4.139997149,-4.06110927,0.161741972,0.009619175,2.143333333,1.603238867,0.819399869,-3.13966484,-4.077177582,-2.536234766,-4.227734251,-10.15967096,-15.23432811,-2.477745079,-7.993154249,-4.49893886,-10.13164365
394,Cs_Cd_Br_Br_Br_POSCAR,0.8469,2.6,1.55,1.15,1.81,1.09,0.8825,3.893905727,8.99382,11.81381,0.47163025,-0.72,3.3635883,0.79,1.69,2.96,55,48,35,132.9054519,112.411,79.904,-0.295334,-0.204228,0.091106,2.755772892,9.14E-18,3.32E-18,0.460850748,2.56E-19,0.207181785,5.17E-20,1.481830492,2.64E-18,0.07767589,7.26E-21,5.55E-19,2.49E-19,1.78E-18,9.35E-20,-1.27,0.570945946,-0.643852978,0.289452951,1.550458716,3.354107649,4.904566364,-1.803648933,5.200405437,0.462256695,-4.0835883,-0.214057113,-2.070260228,-0.108520716,-0.660550459,3.811431501,3.150881043,-4.47198196,-2.517642827,-0.173307708,1.9725,1.235127479,0.96535998,-39.23387129,-40.24656689,-42.80910951,-40.47575276,-44.40882917,-46.37190712,-42.03531884,-42.83683406,-40.86991831,-43.81632552
395,Rb_Zn_F_F_Br_POSCAR,2.3721,2.35,1.35,0.716666667,1.66,0.88,0.764166667,4.1771281,9.394197,15.55315,0.48591621,-0.62,3.388655983,0.82,1.65,3.64,37,30,17.66666667,85.4678,65.409,39.3002688,-0.295334,-0.222725,0.072609,2.237302111,0.007295355,0.003260782,0.898728704,0.058891515,0.205757906,0.000469196,1.794577849,0.005539039,0.081881068,0.00000689,0.065527578,0.00228033,0.003086541,0.0000842,-1.99,0.453296703,-1.210339584,0.275699972,1.875,4.763358777,6.638358777,-2.888358777,8.931297706,0.393629808,-4.008655983,-0.182963394,-2.438108048,-0.111280321,-0.704545455,4.434446214,3.729900759,-5.138991668,-3.124268923,-0.158880144,1.644166667,1.151581243,1.042718854,-4.920517435,-5.725788235,-2.832058256,-5.195934259,-7.664489966,-11.88543947,-2.725284187,-6.08343511,-5.780704233,-9.382315637
396,Rb_Mg_Cl_Br_I_POSCAR,2.4408,2.35,1.5,1.183333333,1.66,0.86,0.978611111,4.1771281,7.646236,11.74423433,0.48591621,-0.42,3.345121987,0.82,1.31,2.926666667,37,12,35,85.4678,24.305,80.75382333,-0.267904,-0.175427,0.092477,2.716356527,0.028565523,0.010516117,0.602160087,0.012702048,0.165537952,0.00000679,1.396715213,0.02914679,0.046422225,0.000000254,0.021094138,0.000041,0.020868098,0.00000548,-1.616666667,0.4476082,-0.879286902,0.243449089,1.523255814,2.990632984,4.513888798,-1.46737717,4.55549908,0.509342277,-3.765121987,-0.125555959,-2.047807698,-0.068288481,-0.488372093,3.418234219,2.929862126,-3.906606312,-1.6693702,-0.142872624,1.838611111,0.87879648,1.014930017,-3.555554778,-4.554846246,-4.365992039,-3.535410492,-11.90005962,-15.18593157,-3.858760097,-10.10193849,-3.869533698,-12.11440546
397,Cs_Cd_F_F_Cl_POSCAR,2.8076,2.6,1.55,0.666666667,1.81,1.09,0.73,3.893905727,8.99382,15.93775767,0.47163025,-0.72,3.471701643,0.79,1.69,3.706666667,55,48,11.66666667,132.9054519,112.411,24.4832688,-0.32038,-0.204228,0.116152,2.302516251,0.004410053,0.001915319,0.881317069,0.035886557,0.19989399,0.000270871,1.820747492,0.0000814,0.090289726,0.0000254,0.040719235,0.001355076,0.0000447,0.000281227,-2.016666667,0.455935252,-1.108058608,0.250513875,1.550458716,5.077625571,6.628084287,-3.527166856,7.872648821,0.305351132,-4.191701643,-0.207391093,-2.303132771,-0.11395115,-0.660550459,4.755755675,4.095205217,-5.416306134,-3.141416593,-0.138894953,1.82,1.493150685,0.986990379,-5.423868571,-6.257871091,-3.32739251,-9.416135285,-8.213867865,-10.58076138,-3.201054694,-6.603897738,-10.01553706,-8.176348386
398,K_Pb_F_F_Br_POSCAR,0,2.2,1.8,0.716666667,1.52,1.1225,0.764166667,4.34066373,7.4166799,15.55315,0.50145913,0.3567212,3.388655983,0.82,2.33,3.64,19,82,17.66666667,39.0983,207.2,39.3002688,-0.295334,-0.141831,0.153503,2.288720874,0.020182019,0.008818034,0.587030842,0.055771681,0.283745533,0.000525884,1.33009862,0.007483718,0.04615203,0.00000631,0.09500639,0.001853365,0.005626439,0.000136826,-1.31,0.64010989,-0.69434629,0.33928086,2.075723831,4.763358777,6.839082607,-2.687634946,9.887417327,0.435768945,-3.031934783,0.105269228,-1.60703257,0.055796411,0.317791715,4.434446214,4.752237928,-4.116654499,1.409230267,0.071664352,1.886666667,1.468920392,0.856215733,-3.90296322,-4.730956336,-2.886489047,-4.895025552,-7.550429902,-11.97337488,-2.353811126,-6.290752373,-5.180278541,-8.896800512
399,Cs_Sr_Cl_Cl_F_POSCAR,5.8745,2.6,2,0.833333333,1.81,1.32,0.755,3.893905727,5.69486745,14.45269533,0.47163025,0.052066,3.542213461,0.79,0.95,3.433333333,55,38,14.33333333,132.9054519,87.62,29.9681344,-0.32038,-0.131793,0.188587,2.511462222,0.024177266,0.009626769,1.002785093,0.051025763,0.111176343,0.0000246,1.392699429,0.002366781,0.005891902,0.000000311,0.050884047,0.000221291,0.00169942,0.0000527,-2.483333333,0.276699029,-1.196787148,0.13334893,0.71969697,4.547461368,5.267158338,-3.827764399,3.272794167,0.15826346,-3.490147461,0.014698719,-1.681998776,0.00708372,0.039443939,4.691673458,4.731117398,-4.652229519,0.185058084,0.008407222,2.075,1.748344371,0.874218231,-3.722342509,-4.643207623,-2.975424617,-6.046224475,-10.61276412,-14.98347292,-2.978205823,-8.416031981,-6.377468263,-9.850895102
400,Cs_Sn_Cl_Br_I_POSCAR,0.2789,2.6,1.45,1.183333333,1.81,0.83,0.978611111,3.893905727,7.343918,11.74423433,0.47163025,1.1120702,3.345121987,0.79,1.96,2.926666667,55,50,35,132.9054519,118.71,80.75382333,-0.267904,-0.14445,0.123454,2.917636937,0.0138412,0.004743976,0.334679457,0.006959751,0.230412222,0.0000531,0.769732012,0.011740122,0.11434488,0.0000104,0.020795274,0.000230277,0.015252219,0.0000907,-0.966666667,0.669703872,-0.534480111,0.370286276,2.361445783,2.990632984,5.352078767,-0.629187201,7.062217649,0.789614037,-2.233051787,0.332445335,-1.234677689,0.183812503,1.339843614,3.418234219,4.758077834,-2.078390605,4.579899291,0.391969517,1.808611111,0.848140789,1.090418847,-4.280105627,-5.350879676,-4.967611581,-4.444743073,-9.84333363,-11.47370475,-3.87302953,-8.376227626,-4.183030278,-9.307953201
401,Cs_Sn_F_Br_I_POSCAR,0,2.6,1.45,1.016666667,1.81,0.83,0.953611111,3.893905727,7.343918,13.22929667,0.47163025,1.1120702,3.274610168,0.79,1.96,3.2,55,50,32.33333333,132.9054519,118.71,75.26895773,-0.267904,-0.14445,0.123454,2.476007098,0.033258215,0.013432197,0.521347997,0.07779662,0.252927605,0.000561991,0.881737153,0.014320031,0.13789945,0.0000558,0.149222056,0.002221945,0.016240703,0.000404288,-1.24,0.6125,-0.695218813,0.343404454,2.361445783,3.355665599,5.717111382,-0.994219816,7.924222378,0.703719043,-2.162539968,0.339603844,-1.212450379,0.190402404,1.339843614,3.433905216,4.77374883,-2.094061601,4.600895976,0.390180721,1.783611111,0.870375765,1.095790047,-3.403453475,-4.310100693,-2.553657293,-4.246095953,-7.484024722,-9.793736689,-1.902319774,-6.109372341,-4.120234657,-7.813383063
402,Rb_Ca_F_Cl_I_POSCAR,4.6031,2.35,1.8,0.966666667,1.66,1.14,0.919444444,4.1771281,6.11315547,13.61390433,0.48591621,0.024551,3.357655828,0.82,1,3.266666667,37,20,26.33333333,85.4678,40.078,60.45195773,-0.267904,-0.141411,0.126493,2.504050232,0.054973519,0.02195384,0.934887788,0.100532855,0.124828789,0.0000827,1.346781315,0.033153774,0.002952685,7.41E-08,0.107534676,0.000662657,0.024617043,0.0000251,-2.266666667,0.306122449,-1.100620448,0.148643218,0.877192982,3.552870093,4.430063075,-2.67567711,3.116552713,0.246897004,-3.333104828,0.007311947,-1.618448528,0.003550446,0.021535965,3.651831114,3.673367079,-3.630295149,0.078645707,0.005897306,2.059444444,1.239879155,0.885781668,-2.900903682,-3.818813212,-2.297270689,-3.406598723,-9.400290956,-16.4178503,-2.229941916,-7.319253047,-3.704316271,-10.59264271
403,K_Zn_Cl_Cl_I_POSCAR,0.5272,2.2,1.35,1.133333333,1.52,0.88,0.944444444,4.34066373,9.394197,12.128842,0.50145913,-0.62,3.428167647,0.82,1.65,2.993333333,19,30,29,39.0983,65.409,65.93682333,-0.267904,-0.222725,0.045179,2.629188088,0.029108514,0.011071294,0.518580956,0.013898149,0.210798512,0.000014,1.552110913,0.036563781,0.069144115,0.00000107,0.026800346,0.0000666,0.023557454,0.0000155,-1.343333333,0.551224944,-0.736297199,0.302133039,1.875,3.169411766,5.044411766,-1.294411766,5.942647061,0.591592427,-4.048167647,-0.180854633,-2.218849503,-0.099128605,-0.704545455,3.629824569,2.925279115,-4.334370024,-2.557376401,-0.194099037,1.824444444,0.931764706,0.955298244,-3.53672457,-4.503399647,-4.275999613,-3.308697119,-11.17645323,-13.74785191,-3.619340481,-9.61680598,-3.748312991,-11.07467053
404,Cs_Ge_I_I_F_POSCAR,0,2.6,1.25,1.1,1.81,0.77,1.083888889,3.893905727,7.899435,12.77511333,0.47163025,1.232676413,3.173098195,0.79,2.01,3.1,55,32,38.33333333,132.9054519,72.64,90.93578107,-0.267904,-0.149882,0.118022,2.552446136,0.046086774,0.018055924,0.45224352,0.089786969,0.261141521,0.000668706,0.771675088,0.018548068,0.153060279,0.0000328,0.198536774,0.002560704,0.024036111,0.00021434,-1.09,0.648387097,-0.587953251,0.349744313,2.61038961,2.860071758,5.470461368,-0.249682147,7.465901601,0.91270074,-1.940421782,0.388477235,-1.046676418,0.209547205,1.600878458,2.92751243,4.528390888,-1.326633971,4.686591586,0.546839167,1.853888889,0.71040492,1.103948316,-3.077229268,-4.014281449,-2.410315426,-3.987389646,-7.310166056,-10.32508204,-1.616780937,-5.967473058,-3.728197954,-8.447947019
405,Rb_Ge_I_I_F_POSCAR,0,2.35,1.25,1.1,1.66,0.77,1.083888889,4.1771281,7.899435,12.77511333,0.48591621,1.232676413,3.173098195,0.82,2.01,3.1,37,32,38.33333333,85.4678,72.64,90.93578107,-0.267904,-0.149882,0.118022,2.527677648,0.055289868,0.021873781,0.459999911,0.095675215,0.26368518,0.000565163,0.781260283,0.021343614,0.154754375,0.0000535,0.207989638,0.002143324,0.027319466,0.000346027,-1.09,0.648387097,-0.587953251,0.349744313,2.61038961,2.860071758,5.470461368,-0.249682147,7.465901601,0.91270074,-1.940421782,0.388477235,-1.046676418,0.209547205,1.600878458,2.92751243,4.528390888,-1.326633971,4.686591586,0.546839167,1.853888889,0.71040492,1.04672696,-2.895165606,-3.822466574,-2.346796,-3.847002694,-7.478396373,-9.835828904,-1.570267018,-6.145397384,-3.600155791,-7.968993751
406,Rb_Sn_Cl_Br_I_POSCAR,0.1838,2.35,1.45,1.183333333,1.66,0.83,0.978611111,4.1771281,7.343918,11.74423433,0.48591621,1.1120702,3.345121987,0.82,1.96,2.926666667,37,50,35,85.4678,118.71,80.75382333,-0.267904,-0.14445,0.123454,2.905268051,0.015782547,0.005432389,0.336389839,0.007169479,0.231399779,0.0000435,0.773416,0.012305659,0.114836369,0.00000833,0.021313006,0.00018805,0.015910789,0.0000726,-0.966666667,0.669703872,-0.534480111,0.370286276,2.361445783,2.990632984,5.352078767,-0.629187201,7.062217649,0.789614037,-2.233051787,0.332445335,-1.234677689,0.183812503,1.339843614,3.418234219,4.758077834,-2.078390605,4.579899291,0.391969517,1.808611111,0.848140789,1.03176498,-4.14885057,-5.215376279,-4.937922291,-4.397696041,-10.04274962,-11.6956471,-3.848437782,-8.578802673,-4.140757846,-9.530545636
407,Cs_Cd_F_Cl_I_POSCAR,1.2748,2.6,1.55,0.966666667,1.81,1.09,0.919444444,3.893905727,8.99382,13.61390433,0.47163025,-0.72,3.357655828,0.79,1.69,3.266666667,55,48,26.33333333,132.9054519,112.411,60.45195773,-0.267904,-0.204228,0.063676,2.501713454,0.022091938,0.008830723,0.645728932,0.068848299,0.211244238,0.000516167,1.637731087,0.023514424,0.086303708,0.0000388,0.106621053,0.00244346,0.014357927,0.000449281,-1.576666667,0.517346939,-0.784628145,0.257457697,1.550458716,3.552870093,5.103328808,-2.002411377,5.508578401,0.436396118,-4.077655828,-0.214435319,-2.029245367,-0.106713734,-0.660550459,3.651831114,2.991280655,-4.312381573,-2.412218717,-0.180881984,2.009444444,1.18549849,0.960613854,-3.812542533,-4.729518388,-2.67584976,-3.750141259,-7.569080201,-10.15709031,-2.238474291,-6.014340211,-4.243453085,-7.707862031
408,Cs_Sr_I_I_F_POSCAR,3.4686,2.6,2,1.1,1.81,1.32,1.083888889,3.893905727,5.69486745,12.77511333,0.47163025,0.052066,3.173098195,0.79,0.95,3.1,55,38,38.33333333,132.9054519,87.62,90.93578107,-0.267904,-0.131793,0.136111,2.646678159,0.068239114,0.025782928,0.846146357,0.117324918,0.119030071,0.000101011,1.198240661,0.037113979,0.006248263,0.000000112,0.138657948,0.00084862,0.030973727,0.000018,-2.15,0.306451613,-0.8943841,0.127481605,0.71969697,2.860071758,3.579768727,-2.140374788,2.058384977,0.251635984,-3.121032195,0.016408569,-1.298326312,0.006825843,0.039443939,2.92751243,2.966956369,-2.88806849,0.115472623,0.013473534,2.403888889,1.217837007,0.851369432,-2.684737359,-3.658042712,-2.142808116,-3.293761588,-9.200281136,-16.00476697,-1.975745184,-7.071899057,-3.47461595,-10.9251388
409,Cs_Mg_F_F_I_POSCAR,3.4864,2.6,1.5,0.8,1.81,0.86,0.894444444,3.893905727,7.646236,15.09896667,0.47163025,-0.42,3.287144009,0.79,1.31,3.54,55,12,23.66666667,132.9054519,24.305,54.96709213,-0.267904,-0.175427,0.092477,2.340843038,0.010803009,0.004615008,0.965938416,0.089590373,0.162763773,0.000619243,1.589683874,0.01828962,0.054704407,0.000000117,0.092749571,0.00380455,0.011505193,0.00000213,-2.23,0.370056497,-1.271057632,0.210925173,1.523255814,3.957763977,5.481019791,-2.434508163,6.028686988,0.384877881,-3.707144009,-0.12777049,-2.113001652,-0.072826752,-0.488372093,3.675067838,3.186695745,-4.163439931,-1.794800572,-0.132887912,1.754444444,0.961490684,1.090156967,-4.527930573,-5.378441678,-2.412507409,-4.001421593,-7.387012794,-15.9610919,-2.377852203,-5.57155756,-4.46495678,-13.05938858
410,K_Zn_I_I_Cl_POSCAR,0,2.2,1.35,1.266666667,1.52,0.88,1.108888889,4.34066373,9.394197,11.290051,0.50145913,-0.62,3.243610013,0.82,1.65,2.826666667,19,30,41,39.0983,65.409,96.42064667,-0.267904,-0.222725,0.045179,2.616163894,0.011688165,0.004467673,0.454402485,0.012577556,0.224239354,0.0000752,1.483679471,0.027531707,0.073404347,0.00000697,0.027679329,0.000335386,0.018556371,0.000095,-1.176666667,0.583726415,-0.591620112,0.293493728,1.875,2.549098196,4.424098196,-0.674098196,4.779559118,0.735554245,-3.863610013,-0.191145051,-1.942597213,-0.09610645,-0.704545455,2.92509921,2.220553755,-3.629644664,-2.060865352,-0.240862071,1.988888889,0.793587174,0.934786216,-4.449178488,-5.410887588,-4.375841323,-3.592416957,-9.495359327,-11.87389533,-3.58706939,-8.000228451,-3.986942099,-9.261633666
411,K_Ge_Br_Br_Cl_POSCAR,0.5586,2.2,1.25,1.1,1.52,0.77,0.848333333,4.34066373,7.899435,12.19841767,0.50145913,1.232676413,3.44663396,0.82,2.01,3.026666667,19,32,29,39.0983,72.64,65.087,-0.295334,-0.149882,0.145452,2.722296829,0.005632875,0.002069163,0.374723431,0.002102937,0.244159121,0.000000526,0.81511315,0.004478081,0.131504742,0.000000586,0.00561197,0.00000215,0.005493816,0.00000446,-1.016666667,0.664096916,-0.628218332,0.410358548,2.61038961,3.567779963,6.178169573,-0.957390352,9.313295746,0.731656559,-2.213957547,0.357646454,-1.368047918,0.220996779,1.600878458,4.062829817,5.663708275,-2.461951358,6.504096734,0.3940304,1.618333333,0.907662083,1.034964465,-5.17913531,-6.180611101,-6.16442034,-5.408560673,-14.45796462,-14.34994605,-5.182853462,-13.05004272,-5.204132183,-12.32036179
412,K_Cd_Cl_Cl_Br_POSCAR,1.4218,2.2,1.55,1.05,1.52,1.09,0.814166667,4.34066373,8.99382,12.58302533,0.50145913,-0.72,3.52967962,0.82,1.69,3.093333333,19,48,23,39.0983,112.411,50.27,-0.295334,-0.204228,0.091106,2.652357515,0.00288233,0.001086705,0.530012493,0.002081302,0.206132206,0.00000492,1.603758733,0.005724222,0.076972903,0.0000011,0.003926892,0.0000239,0.003569254,0.0000143,-1.403333333,0.546336207,-0.736980306,0.28691617,1.550458716,3.799385873,5.349844589,-2.248927158,5.890790941,0.408081402,-4.24967962,-0.203984519,-2.231779231,-0.107125349,-0.660550459,4.335328088,3.67477763,-4.995878547,-2.863702957,-0.152364584,1.904166667,1.338792221,0.866916951,-5.849156284,-6.824605097,-6.17476162,-5.163048634,-12.22220203,-13.72020038,-5.539907006,-10.6416321,-5.635398669,-11.15525102
413,K_Ge_I_I_I_POSCAR,0.5145,2.2,1.25,1.4,1.52,0.77,1.273333333,4.34066373,7.899435,10.45126,0.50145913,1.232676413,3.05905238,0.82,2.01,2.66,19,32,53,39.0983,72.64,126.90447,-0.267904,-0.149882,0.118022,2.963848244,1.06E-15,3.57E-16,0.219309474,5.8E-18,0.25495202,7.84E-18,0.616217774,4.58E-17,0.135958451,2.23E-18,2.64E-17,3.07E-17,7.43E-17,1.64E-17,-0.65,0.755639098,-0.318107667,0.369807063,2.61038961,2.089005236,4.699394847,0.521384374,5.453117564,1.249585001,-1.826375967,0.402960218,-0.893821844,0.197207284,1.600878458,2.402397158,4.003275616,-0.801518699,3.845945858,0.666367113,2.043333333,0.604712042,0.966794419,-34.48050749,-35.56879589,-39.68867376,-37.62224758,-39.38729284,-40.64453009,-38.17316766,-38.02226902,-37.13842072,-38.64925034
414,Rb_Pb_I_I_I_POSCAR,1.4177,2.35,1.8,1.4,1.66,1.1225,1.273333333,4.1771281,7.4166799,10.45126,0.48591621,0.3567212,3.05905238,0.82,2.33,2.66,37,82,53,85.4678,207.2,126.90447,-0.267904,-0.141831,0.126073,3.175355096,9.06E-09,2.85E-09,0.103925385,9.71E-12,0.275855715,6.84E-11,0.851032751,6.51E-10,0.036723977,1.21E-12,9.34E-11,2.48E-10,7.65E-10,3.3E-11,-0.33,0.87593985,-0.13773913,0.365609676,2.075723831,2.089005236,4.164729067,-0.013281405,4.336197951,0.993642235,-2.70233118,0.116611668,-1.127929536,0.048672696,0.317791715,2.402397158,2.720188873,-2.084605443,0.763461913,0.13228109,2.395833333,0.881544503,0.865875407,-18.51939672,-19.67594684,-25.35786483,-21.15251147,-23.40564829,-27.44040076,-23.09412977,-22.11759237,-20.99114528,-24.13451355
415,K_Sr_F_Cl_I_POSCAR,4.3712,2.2,2,0.966666667,1.52,1.32,0.919444444,4.34066373,5.69486745,13.61390433,0.50145913,0.052066,3.357655828,0.82,0.95,3.266666667,19,38,26.33333333,39.0983,87.62,60.45195773,-0.267904,-0.131793,0.136111,2.557756799,0.054106527,0.021153898,0.933680121,0.094584558,0.116072038,0.0000729,1.307192629,0.030987301,0.006124787,0.000000273,0.101302958,0.000628296,0.023705229,0.0000446,-2.316666667,0.290816327,-1.034482759,0.129860925,0.71969697,3.552870093,4.272567062,-2.833173123,2.556989839,0.202567769,-3.305589828,0.015506652,-1.476075835,0.00692433,0.039443939,3.651831114,3.691275053,-3.612387174,0.144042605,0.01080114,2.239444444,1.435649548,0.770373313,-2.916800453,-3.855931088,-2.358261051,-3.474177804,-9.526421919,-15.11379404,-2.289639668,-7.372499165,-3.742059622,-10.0177767
